edit_id,dataset,executor,metric_value,noise_floor,stable_witness_count,hard_violation,empirical_label,label_reason
A1,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
A2,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
A3,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
A4,DBPedia,gemini-2.5-pro,0.0714285714285714,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
A5,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
B1,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
B2,DBPedia,gemini-2.5-pro,0.1428571428571428,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
B3,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
B4,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
B5,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
B6,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
B7,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
C1,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
C2,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
C3,DBPedia,gemini-2.5-pro,0.1071428571428571,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
C4,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
C5,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
C6,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
D1,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
D2,DBPedia,gemini-2.5-pro,0.0357142857142857,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
D3,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
D4,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
E1-r,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
E2-r,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
E3-r,DBPedia,gemini-2.5-pro,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
E4-r,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
E5-r,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
E6-r,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
E7-r,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
E8-r,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
F1,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
F2,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
F3,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
F4,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
G-X4,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
G-X5,DBPedia,gemini-2.5-pro,0.1071428571428571,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
G-X7,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
G-X9,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
G-G1,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
G-C2,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
G-C3,DBPedia,gemini-2.5-pro,0.0,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
A1,DBPedia,gemini-2.5-flash-lite,0.0714285714285714,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
A2,DBPedia,gemini-2.5-flash-lite,0.0714285714285714,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
A3,DBPedia,gemini-2.5-flash-lite,0.0714285714285714,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
A4,DBPedia,gemini-2.5-flash-lite,0.0714285714285714,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
A5,DBPedia,gemini-2.5-flash-lite,0.0714285714285714,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
B1,DBPedia,gemini-2.5-flash-lite,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
B2,DBPedia,gemini-2.5-flash-lite,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
B3,DBPedia,gemini-2.5-flash-lite,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
B4,DBPedia,gemini-2.5-flash-lite,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
B5,DBPedia,gemini-2.5-flash-lite,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
B6,DBPedia,gemini-2.5-flash-lite,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
B7,DBPedia,gemini-2.5-flash-lite,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
C1,DBPedia,gemini-2.5-flash-lite,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
C2,DBPedia,gemini-2.5-flash-lite,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
C3,DBPedia,gemini-2.5-flash-lite,0.0357142857142857,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
C4,DBPedia,gemini-2.5-flash-lite,0.0714285714285714,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
C6,DBPedia,gemini-2.5-flash-lite,0.0714285714285714,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
D1,DBPedia,gemini-2.5-flash-lite,0.0714285714285714,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
D2,DBPedia,gemini-2.5-flash-lite,0.0,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
D3,DBPedia,gemini-2.5-flash-lite,0.0357142857142857,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
D4,DBPedia,gemini-2.5-flash-lite,0.0714285714285714,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
E1-r,DBPedia,gemini-2.5-flash-lite,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
E2-r,DBPedia,gemini-2.5-flash-lite,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
E3-r,DBPedia,gemini-2.5-flash-lite,0.1071428571428571,0.0934056404454261,28,False,MINOR,Derived from recalibrated empirical labels.
E4-r,DBPedia,gemini-2.5-flash-lite,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
E6-r,DBPedia,gemini-2.5-flash-lite,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
E7-r,DBPedia,gemini-2.5-flash-lite,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
E8-r,DBPedia,gemini-2.5-flash-lite,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
F1,DBPedia,gemini-2.5-flash-lite,0.1428571428571428,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
F3,DBPedia,gemini-2.5-flash-lite,0.0714285714285714,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
F4,DBPedia,gemini-2.5-flash-lite,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
G-X4,DBPedia,gemini-2.5-flash-lite,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
G-X5,DBPedia,gemini-2.5-flash-lite,0.1071428571428571,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
G-X7,DBPedia,gemini-2.5-flash-lite,0.0357142857142857,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
G-X9,DBPedia,gemini-2.5-flash-lite,0.0357142857142857,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
G-G1,DBPedia,gemini-2.5-flash-lite,0.0,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
G-C3,DBPedia,gemini-2.5-flash-lite,0.0,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
A1,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
A2,DBPedia,gemini-2.5-flash,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
A3,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
A4,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
A5,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
B1,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
B2,DBPedia,gemini-2.5-flash,0.1785714285714285,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
B3,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
B4,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
B5,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
B6,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
B7,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
C1,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
C2,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
C3,DBPedia,gemini-2.5-flash,0.1428571428571428,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
C4,DBPedia,gemini-2.5-flash,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
C6,DBPedia,gemini-2.5-flash,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
D1,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
D2,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
D3,DBPedia,gemini-2.5-flash,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
D4,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
E1-r,DBPedia,gemini-2.5-flash,0.0,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
E2-r,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
E3-r,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
E4-r,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
E6-r,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
E7-r,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
E8-r,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
F1,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
F3,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
F4,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
G-X4,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,PATCH,Derived from recalibrated empirical labels.
G-X5,DBPedia,gemini-2.5-flash,0.0357142857142857,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
G-X7,DBPedia,gemini-2.5-flash,0.0,0.0934056404454261,28,False,MAJOR,Derived from recalibrated empirical labels.
