dataset,model,sample_id,S,stable_at_0.05,stable_at_0.10,stable_at_0.15,stable_at_0.20,n_variants_used
MeetingBank,gemini-2.5-pro,16,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,17,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,18,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,19,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,20,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,21,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,22,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,23,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,24,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,25,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,26,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,27,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,28,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,29,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,30,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,31,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,32,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,33,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,34,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,35,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,36,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,37,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,38,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,39,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,40,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,41,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,42,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,43,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,44,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,45,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,46,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,47,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,48,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,49,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,50,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,51,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,52,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,53,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,54,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,55,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,56,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,57,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,58,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,59,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,60,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,61,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,62,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,63,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,64,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,65,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,66,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,67,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,68,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,69,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,70,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,71,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,72,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,73,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,74,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,75,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,76,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,77,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,78,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,79,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,80,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,81,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,82,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,83,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,84,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,85,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,86,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,87,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,88,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,89,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,90,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,91,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,92,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,93,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,94,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,95,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,96,1.0,0,0,0,0,1
MeetingBank,gemini-2.5-pro,97,1.0,0,0,0,0,1
MeetingBank,llama-3.1-8b-instant,1,0.9279533456533383,0,0,0,0,13
MeetingBank,llama-3.1-8b-instant,2,0.9263144341798929,0,0,0,0,13
MeetingBank,llama-3.1-8b-instant,3,0.9258796068338248,0,0,0,0,13
MeetingBank,llama-3.1-8b-instant,4,0.9286893743735093,0,0,0,0,13
MeetingBank,llama-3.1-8b-instant,5,0.9266151266220288,0,0,0,0,13
MeetingBank,llama-3.1-8b-instant,6,0.9881088779522822,0,0,0,0,13
MeetingBank,llama-3.1-8b-instant,7,0.9256259638529557,0,0,0,0,13
MeetingBank,llama-3.1-8b-instant,8,0.985423558589184,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,9,0.9561684348366477,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,10,0.9558427713134072,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,11,0.985929323868318,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,12,0.9574432228550767,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,13,0.9570496687383363,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,14,0.9860319431984064,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,15,0.9160331298004497,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,16,0.9851860250487472,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,17,0.9855617826635187,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,18,0.9548707550222223,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,19,0.9595066688277505,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,20,0.9856199107386849,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,21,0.9591008659565088,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,22,0.9853271318204475,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,23,0.9577021291761687,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,24,0.9565882484118143,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,25,0.9848484848484849,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,26,0.9856671040708368,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,27,0.9860649759119208,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,28,0.9573013412229943,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,29,0.9861126244068146,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,30,0.985920910582398,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,31,0.985746294260025,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,32,0.9577012089165774,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,33,0.9854654868443807,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,34,0.9855552198308887,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,35,0.9867583495197874,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,36,0.9572542463288163,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,37,0.9854659880652572,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,38,0.9852231551300396,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,39,0.9855014203172742,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,40,0.9566959097529902,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,41,0.9857294270486543,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,42,0.9857496239922263,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,43,0.9851077090610157,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,44,0.9859964594696508,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,45,0.9584412908915317,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,46,0.9863426712426272,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,47,0.9861875447359952,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,48,0.9862861660393801,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,49,0.9864828523361322,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,50,0.9853607434214968,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,51,0.9576715122569691,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,52,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,53,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,54,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,55,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,56,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,57,0.9857335921489832,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,58,0.985588957866033,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,59,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,60,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,61,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,62,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,63,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,64,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,65,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,66,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,67,0.9859175158269478,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,68,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,69,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,70,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,71,0.9861032140977455,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,72,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,73,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,74,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,75,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,76,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,77,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,78,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,79,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,80,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,81,0.9859071373939514,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,82,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,83,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,84,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,85,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,86,0.9863114537614764,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,87,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,88,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,89,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,90,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,91,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,92,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,93,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,94,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,95,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,96,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,97,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,98,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,99,1.0,0,0,0,0,12
MeetingBank,llama-3.1-8b-instant,100,1.0,0,0,0,0,12
TREC,gemini-2.5-flash,10,0.0,1,1,1,1,30
TREC,gemini-2.5-flash,12,0.0,1,1,1,1,30
TREC,gemini-2.5-flash,17,0.08156493576201244,0,1,1,1,30
TREC,gemini-2.5-flash,41,0.1366980507155677,0,0,1,1,30
TREC,gemini-2.5-flash,94,0.0,1,1,1,1,30
TREC,gemini-2.5-flash,99,0.0,1,1,1,1,30
TREC,gemini-2.5-flash,112,0.0,1,1,1,1,30
TREC,gemini-2.5-flash,135,0.2980096502681708,0,0,0,0,30
TREC,gemini-2.5-flash,181,0.0,1,1,1,1,30
TREC,gemini-2.5-flash,215,0.0,1,1,1,1,30
TREC,gemini-2.5-flash,231,0.08156493576201244,0,1,1,1,30
TREC,gemini-2.5-flash,251,0.452630699318705,0,0,0,0,30
TREC,gemini-2.5-flash,261,0.1366980507155677,0,0,1,1,30
TREC,gemini-2.5-flash,279,0.0,1,1,1,1,30
TREC,gemini-2.5-flash,292,0.1814322619606436,0,0,0,1,30
TREC,gemini-2.5-flash,302,0.0,1,1,1,1,30
TREC,gemini-2.5-flash,312,0.0,1,1,1,1,30
TREC,gemini-2.5-flash,319,0.0,1,1,1,1,30
TREC,gemini-2.5-flash,322,0.27927991012866066,0,0,0,0,30
TREC,gemini-2.5-flash,325,0.21915579293504636,0,0,0,0,30
TREC,gemini-2.5-flash,376,0.0,1,1,1,1,30
TREC,gemini-2.5-flash,379,0.0,1,1,1,1,30
TREC,gemini-2.5-flash,400,0.1814322619606436,0,0,0,1,30
TREC,gemini-2.5-flash,401,0.0,1,1,1,1,30
TREC,gemini-2.5-flash,403,0.0,1,1,1,1,30
TREC,gemini-2.5-flash,406,0.0,1,1,1,1,30
TREC,gemini-2.5-flash,413,0.0,1,1,1,1,30
TREC,gemini-2.5-flash,438,0.0,1,1,1,1,30
TREC,gemini-2.5-flash,442,0.27927991012866066,0,0,0,0,30
TREC,gemini-2.5-flash,463,0.0,1,1,1,1,30
TREC,gemini-2.5-flash-lite,10,0.4291076325049229,0,0,0,0,30
TREC,gemini-2.5-flash-lite,12,0.31406549243853327,0,0,0,0,30
TREC,gemini-2.5-flash-lite,17,0.08156493576201244,0,1,1,1,30
TREC,gemini-2.5-flash-lite,41,0.32365681966673027,0,0,0,0,30
TREC,gemini-2.5-flash-lite,94,0.355245321275764,0,0,0,0,30
TREC,gemini-2.5-flash-lite,99,0.37561496315083553,0,0,0,0,30
TREC,gemini-2.5-flash-lite,112,0.3032063123801765,0,0,0,0,30
TREC,gemini-2.5-flash-lite,135,0.1366980507155677,0,0,1,1,30
TREC,gemini-2.5-flash-lite,181,0.0,1,1,1,1,30
TREC,gemini-2.5-flash-lite,215,0.6365687380987853,0,0,0,0,30
TREC,gemini-2.5-flash-lite,231,0.08156493576201244,0,1,1,1,30
TREC,gemini-2.5-flash-lite,251,0.1366980507155677,0,0,1,1,30
TREC,gemini-2.5-flash-lite,261,0.0,1,1,1,1,30
TREC,gemini-2.5-flash-lite,279,0.0,1,1,1,1,30
TREC,gemini-2.5-flash-lite,292,0.08156493576201244,0,1,1,1,30
TREC,gemini-2.5-flash-lite,302,0.0,1,1,1,1,30
TREC,gemini-2.5-flash-lite,312,0.0,1,1,1,1,30
TREC,gemini-2.5-flash-lite,319,0.08156493576201244,0,1,1,1,30
TREC,gemini-2.5-flash-lite,322,0.4291076325049229,0,0,0,0,30
TREC,gemini-2.5-flash-lite,325,0.5414319280282045,0,0,0,0,30
TREC,gemini-2.5-flash-lite,376,0.0,1,1,1,1,30
TREC,gemini-2.5-flash-lite,379,0.1814322619606436,0,0,0,1,30
TREC,gemini-2.5-flash-lite,400,0.21695679408822,0,0,0,0,30
TREC,gemini-2.5-flash-lite,401,0.355245321275764,0,0,0,0,30
TREC,gemini-2.5-flash-lite,403,0.1814322619606436,0,0,0,1,30
TREC,gemini-2.5-flash-lite,406,0.0,1,1,1,1,30
TREC,gemini-2.5-flash-lite,413,0.0,1,1,1,1,30
TREC,gemini-2.5-flash-lite,438,0.0,1,1,1,1,30
TREC,gemini-2.5-flash-lite,442,0.3667667300122958,0,0,0,0,30
TREC,gemini-2.5-flash-lite,463,0.2707361672329852,0,0,0,0,30
TREC,gemini-2.5-pro,10,0.0,1,1,1,1,30
TREC,gemini-2.5-pro,12,0.0,1,1,1,1,30
TREC,gemini-2.5-pro,17,0.0,1,1,1,1,30
TREC,gemini-2.5-pro,41,0.08156493576201244,0,1,1,1,30
TREC,gemini-2.5-pro,94,0.0,1,1,1,1,30
TREC,gemini-2.5-pro,99,0.0,1,1,1,1,30
TREC,gemini-2.5-pro,112,0.0,1,1,1,1,30
TREC,gemini-2.5-pro,135,0.1366980507155677,0,0,1,1,30
TREC,gemini-2.5-pro,181,0.0,1,1,1,1,30
TREC,gemini-2.5-pro,215,0.0,1,1,1,1,30
TREC,gemini-2.5-pro,231,0.0,1,1,1,1,30
TREC,gemini-2.5-pro,251,0.4552018325923255,0,0,0,0,30
TREC,gemini-2.5-pro,261,0.0,1,1,1,1,30
TREC,gemini-2.5-pro,279,0.0,1,1,1,1,30
TREC,gemini-2.5-pro,292,0.0,1,1,1,1,30
TREC,gemini-2.5-pro,302,0.0,1,1,1,1,30
TREC,gemini-2.5-pro,312,0.0,1,1,1,1,30
TREC,gemini-2.5-pro,319,0.0,1,1,1,1,30
TREC,gemini-2.5-pro,322,0.0,1,1,1,1,30
TREC,gemini-2.5-pro,325,0.0,1,1,1,1,30
TREC,gemini-2.5-pro,376,0.0,1,1,1,1,30
TREC,gemini-2.5-pro,379,0.1814322619606436,0,0,0,1,30
TREC,gemini-2.5-pro,400,0.1814322619606436,0,0,0,1,30
TREC,gemini-2.5-pro,401,0.0,1,1,1,1,30
TREC,gemini-2.5-pro,403,0.0,1,1,1,1,30
TREC,gemini-2.5-pro,406,0.08156493576201244,0,1,1,1,30
TREC,gemini-2.5-pro,413,0.0,1,1,1,1,30
TREC,gemini-2.5-pro,438,0.0,1,1,1,1,30
TREC,gemini-2.5-pro,442,0.0,1,1,1,1,30
TREC,gemini-2.5-pro,463,0.0,1,1,1,1,30
TREC,llama-3.1-8b-instant,10,0.32365681966673027,0,0,0,0,30
TREC,llama-3.1-8b-instant,12,0.4804503089927092,0,0,0,0,30
TREC,llama-3.1-8b-instant,17,0.08156493576201244,0,1,1,1,30
TREC,llama-3.1-8b-instant,41,0.5311556685061852,0,0,0,0,30
TREC,llama-3.1-8b-instant,94,0.26100182225437824,0,0,0,0,30
TREC,llama-3.1-8b-instant,99,0.3032063123801765,0,0,0,0,30
TREC,llama-3.1-8b-instant,112,0.38561164105999624,0,0,0,0,30
TREC,llama-3.1-8b-instant,135,0.3032063123801765,0,0,0,0,30
TREC,llama-3.1-8b-instant,181,0.38187701914313776,0,0,0,0,30
TREC,llama-3.1-8b-instant,215,0.38187701914313776,0,0,0,0,30
TREC,llama-3.1-8b-instant,231,0.355245321275764,0,0,0,0,30
TREC,llama-3.1-8b-instant,251,0.3032063123801765,0,0,0,0,30
TREC,llama-3.1-8b-instant,261,0.08156493576201244,0,1,1,1,30
TREC,llama-3.1-8b-instant,279,0.21915579293504636,0,0,0,0,30
TREC,llama-3.1-8b-instant,292,0.452630699318705,0,0,0,0,30
TREC,llama-3.1-8b-instant,302,0.3667667300122958,0,0,0,0,30
TREC,llama-3.1-8b-instant,312,0.37561496315083553,0,0,0,0,30
TREC,llama-3.1-8b-instant,319,0.3398556795875027,0,0,0,0,30
TREC,llama-3.1-8b-instant,322,0.4474636098675214,0,0,0,0,30
TREC,llama-3.1-8b-instant,325,0.1366980507155677,0,0,1,1,30
TREC,llama-3.1-8b-instant,376,0.32365681966673027,0,0,0,0,30
TREC,llama-3.1-8b-instant,379,0.2707361672329852,0,0,0,0,30
TREC,llama-3.1-8b-instant,400,0.44746360986752126,0,0,0,0,30
TREC,llama-3.1-8b-instant,401,0.24274698123718946,0,0,0,0,30
TREC,llama-3.1-8b-instant,403,0.3032063123801765,0,0,0,0,30
TREC,llama-3.1-8b-instant,406,0.39933592822928876,0,0,0,0,30
TREC,llama-3.1-8b-instant,413,0.1814322619606436,0,0,0,1,30
TREC,llama-3.1-8b-instant,438,0.25146299858006066,0,0,0,0,30
TREC,llama-3.1-8b-instant,442,0.3667667300122958,0,0,0,0,30
TREC,llama-3.1-8b-instant,463,0.21915579293504636,0,0,0,0,30
